index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
3, 2023/10/17 23:56:56.353, 64.33 W, 1425 MHz, 877 MHz, 1425 MHz
0, 2023/10/17 23:57:06.354, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:57:06.356, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:57:06.359, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:57:06.360, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:57:16.363, 57.33 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:57:16.365, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:57:16.366, 43.27 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:57:16.368, 249.90 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:57:26.370, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:57:26.372, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:57:26.374, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:57:26.376, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:57:36.379, 56.92 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:57:36.380, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:57:36.382, 43.35 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:57:36.384, 206.31 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:57:46.386, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:57:46.388, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:57:46.390, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:57:46.392, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 23:57:56.394, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:57:56.396, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:57:56.397, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:57:56.398, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:58:06.400, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:58:06.403, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:58:06.404, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:58:06.406, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:58:16.408, 56.77 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:58:16.410, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:58:16.412, 42.78 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:58:16.413, 246.37 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:58:26.416, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:58:26.417, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:58:26.419, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:58:26.421, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/17 23:58:36.423, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:58:36.425, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:58:36.427, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:58:36.428, 71.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:58:46.430, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:58:46.432, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:58:46.434, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:58:46.436, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:58:56.439, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:58:56.441, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:58:56.442, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:58:56.444, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:59:06.446, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:59:06.448, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:59:06.449, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:59:06.451, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:59:16.453, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:59:16.455, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:59:16.457, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:59:16.459, 71.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:59:26.461, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:59:26.463, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:59:26.464, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:59:26.466, 74.05 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:59:36.468, 56.73 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:59:36.470, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:59:36.472, 43.30 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:59:36.474, 242.68 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:59:46.477, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:59:46.478, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:59:46.480, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:59:46.481, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/17 23:59:56.484, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/17 23:59:56.485, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/17 23:59:56.487, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/17 23:59:56.489, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:00:06.491, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:00:06.494, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:00:06.496, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:00:06.497, 72.60 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:00:16.499, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:00:16.501, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:00:16.503, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:00:16.505, 77.89 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:00:26.507, 56.84 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:00:26.509, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:00:26.510, 43.30 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:00:26.513, 235.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:00:36.515, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:00:36.517, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:00:36.519, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:00:36.521, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:00:46.524, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:00:46.526, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:00:46.527, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:00:46.529, 71.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:00:56.532, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:00:56.534, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:00:56.536, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:00:56.538, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:01:06.540, 56.92 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:01:06.542, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:01:06.544, 43.35 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:01:06.546, 213.07 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:01:16.548, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:01:16.551, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:01:16.553, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:01:16.555, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:01:26.557, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:01:26.559, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:01:26.560, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:01:26.562, 86.64 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:01:36.564, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:01:36.567, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:01:36.568, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:01:36.570, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:01:46.572, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:01:46.575, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:01:46.576, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:01:46.578, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:01:56.580, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:01:56.582, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:01:56.585, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:01:56.586, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:02:06.590, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:02:06.592, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:02:06.593, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:02:06.595, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:02:16.598, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:02:16.600, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:02:16.602, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:02:16.603, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:02:26.606, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:02:26.608, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:02:26.610, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:02:26.611, 71.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:02:36.614, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:02:36.616, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:02:36.617, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:02:36.619, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:02:46.622, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:02:46.624, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:02:46.626, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:02:46.628, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:02:56.630, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:02:56.632, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:02:56.634, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:02:56.636, 77.46 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:03:06.638, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:03:06.640, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:03:06.641, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:03:06.642, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:03:16.644, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:03:16.645, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:03:16.647, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:03:16.648, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:03:26.651, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:03:26.653, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:03:26.654, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:03:26.656, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:03:36.658, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:03:36.659, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:03:36.661, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:03:36.663, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:03:46.665, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:03:46.667, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:03:46.668, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:03:46.670, 74.05 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:03:56.672, 56.92 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:03:56.681, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:03:56.682, 43.35 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:03:56.684, 191.47 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:04:06.687, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:04:06.689, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:04:06.690, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:04:06.692, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:04:16.694, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:04:16.696, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:04:16.698, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:04:16.700, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:04:26.702, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:04:26.704, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:04:26.706, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:04:26.708, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:04:36.710, 56.99 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:04:36.711, 42.03 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:04:36.713, 42.90 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:04:36.714, 105.39 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:04:46.717, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:04:46.719, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:04:46.721, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:04:46.722, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:04:56.724, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:04:56.726, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:04:56.728, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:04:56.730, 71.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:05:06.732, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:05:06.734, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:05:06.735, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:05:06.737, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:05:16.740, 56.88 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:05:16.742, 41.98 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:05:16.744, 42.84 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:05:16.745, 183.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:05:26.748, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:05:26.749, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:05:26.751, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:05:26.753, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:05:36.756, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:05:36.758, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:05:36.760, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:05:36.761, 61.94 W, 1357 MHz, 877 MHz, 1357 MHz
0, 2023/10/18 00:05:46.764, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:05:46.765, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:05:46.767, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:05:46.769, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:05:56.772, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:05:56.774, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:05:56.775, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:05:56.777, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:06:06.779, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:06:06.781, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:06:06.783, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:06:06.784, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:06:16.787, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:06:16.789, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:06:16.790, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:06:16.792, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:06:26.795, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:06:26.797, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:06:26.798, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:06:26.800, 72.60 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:06:36.802, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:06:36.804, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:06:36.806, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:06:36.808, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:06:46.811, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:06:46.813, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:06:46.814, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:06:46.816, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:06:56.819, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:06:56.821, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:06:56.822, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:06:56.824, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:07:06.827, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:07:06.829, 42.06 W, 135 MHz, 877 MHz, 135 MHz
