index, timestamp, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2, 2023/10/18 00:07:06.831, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:07:06.833, 64.37 W, 1425 MHz, 877 MHz, 1425 MHz
0, 2023/10/18 00:07:16.835, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:07:16.837, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:07:16.839, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:07:16.840, 72.60 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:07:26.844, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:07:26.845, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:07:26.847, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:07:26.849, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:07:36.851, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:07:36.853, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:07:36.854, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:07:36.856, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:07:46.858, 56.84 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:07:46.860, 41.95 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:07:46.862, 43.30 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:07:46.864, 235.61 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:07:56.867, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:07:56.868, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:07:56.870, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:07:56.872, 71.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:08:06.874, 56.88 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:08:06.876, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:08:06.878, 42.87 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:08:06.880, 206.79 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:08:16.883, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:08:16.884, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:08:16.886, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:08:16.888, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:08:26.890, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:08:26.892, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:08:26.894, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:08:26.895, 75.03 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:08:36.898, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:08:36.900, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:08:36.901, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:08:36.903, 59.50 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:08:46.906, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:08:46.908, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:08:46.910, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:08:46.912, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:08:56.914, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:08:56.916, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:08:56.918, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:08:56.919, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:09:06.922, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:09:06.923, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:09:06.925, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:09:06.927, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:09:16.929, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:09:16.931, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:09:16.933, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:09:16.935, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:09:26.937, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:09:26.940, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:09:26.942, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:09:26.945, 62.42 W, 1425 MHz, 877 MHz, 1425 MHz
0, 2023/10/18 00:09:36.948, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:09:36.950, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:09:36.952, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:09:36.953, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:09:46.955, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:09:46.957, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:09:46.959, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:09:46.960, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:09:56.963, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:09:56.965, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:09:56.968, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:09:56.969, 76.92 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:10:06.971, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:10:06.973, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:10:06.975, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:10:06.977, 69.68 W, 1522 MHz, 877 MHz, 1522 MHz
0, 2023/10/18 00:10:16.980, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:10:16.982, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:10:16.983, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:10:16.985, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:10:26.988, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:10:26.989, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:10:26.991, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:10:26.992, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:10:36.994, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:10:36.997, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:10:36.998, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:10:37.000, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:10:47.002, 56.88 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:10:47.004, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:10:47.005, 43.33 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:10:47.006, 212.25 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:10:57.009, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:10:57.010, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:10:57.012, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:10:57.014, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:11:07.016, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:11:07.018, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:11:07.020, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:11:07.021, 71.14 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:11:17.024, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:11:17.025, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:11:17.027, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:11:17.028, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:11:27.030, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:11:27.032, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:11:27.034, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:11:27.036, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:11:37.039, 56.96 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:11:37.042, 42.03 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:11:37.043, 42.92 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:11:37.045, 117.04 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:11:47.048, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:11:47.049, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:11:47.051, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:11:47.053, 61.94 W, 1357 MHz, 877 MHz, 1357 MHz
0, 2023/10/18 00:11:57.056, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:11:57.058, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:11:57.060, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:11:57.061, 67.73 W, 1492 MHz, 877 MHz, 1492 MHz
0, 2023/10/18 00:12:07.064, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:12:07.066, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:12:07.068, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:12:07.070, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:12:17.072, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:12:17.074, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:12:17.076, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:12:17.077, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:12:27.080, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:12:27.082, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:12:27.083, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:12:27.085, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:12:37.088, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:12:37.089, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:12:37.091, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:12:37.093, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:12:47.095, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:12:47.097, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:12:47.099, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:12:47.101, 71.62 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:12:57.103, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:12:57.105, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:12:57.107, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:12:57.109, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:13:07.111, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:13:07.113, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:13:07.115, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:13:07.116, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:13:17.119, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:13:17.121, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:13:17.122, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:13:17.124, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:13:27.127, 56.92 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:13:27.129, 42.01 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:13:27.130, 42.87 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:13:27.132, 198.36 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:13:37.135, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:13:37.137, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:13:37.139, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:13:37.141, 70.16 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:13:47.143, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:13:47.144, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:13:47.148, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:13:47.149, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:13:57.153, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:13:57.154, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:13:57.156, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:13:57.158, 73.57 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:14:07.160, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:14:07.162, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:14:07.164, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:14:07.165, 59.01 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:14:17.168, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:14:17.170, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:14:17.171, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:14:17.173, 73.08 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:14:27.175, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:14:27.177, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:14:27.180, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:14:27.182, 72.60 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:14:37.184, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:14:37.186, 42.06 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:14:37.188, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:14:37.190, 72.11 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:14:47.193, 57.07 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:14:47.194, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:14:47.196, 42.95 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:14:47.198, 72.11 W, 1530 MHz, 877 MHz, 1530 MHz
0, 2023/10/18 00:14:57.201, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:14:57.202, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:14:57.204, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:14:57.206, 58.53 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:15:07.208, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:15:07.210, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:15:07.212, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:15:07.214, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:15:17.216, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:15:17.217, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:15:17.219, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:15:17.221, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:15:27.223, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:15:27.225, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:15:27.227, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:15:27.229, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:15:37.231, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:15:37.233, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:15:37.234, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:15:37.236, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:15:47.239, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:15:47.241, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:15:47.242, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:15:47.244, 58.04 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:15:57.247, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:15:57.248, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:15:57.250, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:15:57.252, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:16:07.255, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:16:07.256, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:16:07.258, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:16:07.260, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:16:17.263, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:16:17.264, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:16:17.266, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:16:17.268, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:16:27.270, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:16:27.272, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:16:27.274, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:16:27.276, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:16:37.278, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:16:37.280, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:16:37.281, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:16:37.283, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:16:47.285, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:16:47.287, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:16:47.289, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:16:47.290, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:16:57.293, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:16:57.295, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:16:57.296, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:16:57.298, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:17:07.300, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:17:07.302, 42.09 W, 135 MHz, 877 MHz, 135 MHz
2, 2023/10/18 00:17:07.303, 42.98 W, 135 MHz, 877 MHz, 135 MHz
3, 2023/10/18 00:17:07.306, 57.56 W, 1290 MHz, 877 MHz, 1290 MHz
0, 2023/10/18 00:17:17.308, 57.10 W, 1290 MHz, 877 MHz, 1290 MHz
1, 2023/10/18 00:17:17.310, 42.09 W, 135 